Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
Andover,No,3236,2482,76.7,2356,72.81,1511,46.69,05/25/2022
Ansonia,Yes,18654,13305,71.33,12384,66.39,6521,34.96,05/25/2022
Ashford,No,4255,3098,72.81,2918,68.58,1811,42.56,05/25/2022
Avon,No,18276,17663,96.65,16359,89.51,10998,60.18,05/25/2022
Barkhamsted,No,3606,2839,78.73,2680,74.32,1725,47.84,05/25/2022
Beacon Falls,No,6222,4591,73.79,4326,69.53,2657,42.7,05/25/2022
Berlin,No,20436,16472,80.6,15538,76.03,10101,49.43,05/25/2022
Bethany,No,5548,4520,81.47,4245,76.51,2683,48.36,05/25/2022
Bethel,No,19800,16281,82.23,15005,75.78,8599,43.43,05/25/2022
Bethlehem,No,3402,2443,71.81,2292,67.37,1362,40.04,05/25/2022
Bloomfield,No,21211,18231,85.95,16898,79.67,10264,48.39,05/25/2022
Bolton,No,4884,3969,81.27,3772,77.23,2514,51.47,05/25/2022
Bozrah,No,2726,1899,69.66,1788,65.59,1139,41.78,05/25/2022
Branford,No,27900,23566,84.47,21955,78.69,14585,52.28,05/25/2022
Bridgeport,Yes,144399,106315,73.63,94358,65.35,37516,25.98,05/25/2022
Bridgewater,No,1635,1405,85.93,1298,79.39,832,50.89,05/25/2022
Bristol,Yes,59947,46791,78.05,43862,73.17,24545,40.94,05/25/2022
Brookfield,No,16973,14581,85.91,13471,79.37,7921,46.67,05/25/2022
Brooklyn,No,8272,5788,69.97,5332,64.46,3075,37.17,05/25/2022
Burlington,No,9704,7817,80.55,7459,76.87,4817,49.64,05/25/2022
Canaan,No,1053,1343,100,1221,100,750,71.23,05/25/2022
Canterbury,No,5079,3566,70.21,3363,66.21,1888,37.17,05/25/2022
Canton,No,10254,8448,82.39,7935,77.38,5185,50.57,05/25/2022
Chaplin,No,2239,1598,71.37,1493,66.68,901,40.24,05/25/2022
Cheshire,No,28937,25347,87.59,23829,82.35,15868,54.84,05/25/2022
Chester,No,4213,3446,81.79,3241,76.93,2209,52.43,05/25/2022
Clinton,No,12925,11598,89.73,10813,83.66,6976,53.97,05/25/2022
Colchester,No,15809,12894,81.56,12192,77.12,7651,48.4,05/25/2022
Colebrook,No,1400,1141,81.5,1065,76.07,661,47.21,05/25/2022
Columbia,No,5379,4192,77.93,3971,73.82,2579,47.95,05/25/2022
Cornwall,No,1362,1290,94.71,1174,86.2,764,56.09,05/25/2022
Coventry,No,12407,9734,78.46,9246,74.52,5674,45.73,05/25/2022
Cromwell,No,13839,12332,89.11,11638,84.1,7326,52.94,05/25/2022
Danbury,Yes,84694,73159,86.38,64970,76.71,28442,33.58,05/25/2022
Darien,No,21728,20974,96.53,18753,86.31,11169,51.4,05/25/2022
Deep River,No,4443,3870,87.1,3646,82.06,2448,55.1,05/25/2022
Derby,Yes,12339,13195,100,11412,92.49,5868,47.56,05/25/2022
Durham,No,7165,5904,82.4,5612,78.33,3695,51.57,05/25/2022
East Granby,No,5140,4207,81.85,3953,76.91,2362,45.95,05/25/2022
East Haddam,No,8997,7167,79.66,6662,74.05,4179,46.45,05/25/2022
East Hampton,No,12800,10162,79.39,9644,75.34,6015,46.99,05/25/2022
East Hartford,Yes,49872,40706,81.62,37295,74.78,18313,36.72,05/25/2022
East Haven,Yes,28569,20835,72.93,19273,67.46,10979,38.43,05/25/2022
East Lyme,No,18462,16638,90.12,15474,83.82,10443,56.56,05/25/2022
East Windsor,No,11668,8476,72.64,7818,67,4448,38.12,05/25/2022
Eastford,No,1790,1161,64.86,1098,61.34,647,36.15,05/25/2022
Easton,No,7521,6553,87.13,6011,79.92,3743,49.77,05/25/2022
Ellington,No,16467,13148,79.84,12320,74.82,7464,45.33,05/25/2022
Enfield,Yes,43659,30313,69.43,27976,64.08,15140,34.68,05/25/2022
Essex,No,6668,6087,91.29,5705,85.56,4090,61.34,05/25/2022
Fairfield,No,62045,52407,84.47,47889,77.18,29820,48.06,05/25/2022
Farmington,No,25497,24100,94.52,22457,88.08,14733,57.78,05/25/2022
Franklin,No,1920,1437,74.84,1358,70.73,849,44.22,05/25/2022
Glastonbury,No,34482,31607,91.66,29626,85.92,19948,57.85,05/25/2022
Goshen,No,2863,2287,79.88,2153,75.2,1357,47.4,05/25/2022
Granby,No,11507,9044,78.6,8460,73.52,4996,43.42,05/25/2022
Greenwich,No,62840,56647,90.14,50018,79.6,26606,42.34,05/25/2022
Griswold,Yes,11534,7640,66.24,7121,61.74,3914,33.93,05/25/2022
Groton,Yes,38436,27985,72.81,25490,66.32,14859,38.66,05/25/2022
Guilford,No,22133,20234,91.42,18907,85.42,13005,58.76,05/25/2022
Haddam,No,8193,7383,90.11,6957,84.91,4531,55.3,05/25/2022
Hamden,No,60556,47015,77.64,43395,71.66,26568,43.87,05/25/2022
Hampton,No,1842,1258,68.3,1180,64.06,768,41.69,05/25/2022
Hartford,Yes,122105,83208,68.14,73807,60.45,31475,25.78,05/25/2022
Hartland,No,2120,1371,64.67,1280,60.38,710,33.49,05/25/2022
Harwinton,No,5420,4158,76.72,3928,72.47,2485,45.85,05/25/2022
Hebron,No,9504,7639,80.38,7230,76.07,4778,50.27,05/25/2022
Kent,No,2777,2776,99.96,2454,88.37,1366,49.19,05/25/2022
Killingly,Yes,17336,11250,64.89,10362,59.77,5327,30.73,05/25/2022
Killingworth,No,6364,5344,83.97,5059,79.49,3391,53.28,05/25/2022
Lebanon,No,7144,5421,75.88,5128,71.78,3258,45.6,05/25/2022
Ledyard,No,14621,11721,80.17,10890,74.48,6453,44.14,05/25/2022
Lisbon,No,4220,3114,73.79,2928,69.38,1620,38.39,05/25/2022
Litchfield,No,8094,6710,82.9,6225,76.91,4040,49.91,05/25/2022
Lyme,No,2316,2270,98.01,2097,90.54,1498,64.68,05/25/2022
Madison,No,18030,16741,92.85,15519,86.07,10639,59.01,05/25/2022
Manchester,Yes,57584,46445,80.66,42996,74.67,24426,42.42,05/25/2022
Mansfield,No,25487,12022,47.17,10733,42.11,6986,27.41,05/25/2022
Marlborough,No,6335,5234,82.62,4960,78.3,3192,50.39,05/25/2022
Meriden,Yes,59395,47017,79.16,43696,73.57,22703,38.22,05/25/2022
Middlebury,No,7798,6511,83.5,6074,77.89,3750,48.09,05/25/2022
Middlefield,No,4374,3493,79.86,3328,76.09,2192,50.11,05/25/2022
Middletown,Yes,46258,38522,83.28,35965,77.75,21378,46.21,05/25/2022
Milford,Yes,54747,43929,80.24,41064,75.01,25484,46.55,05/25/2022
Monroe,No,19434,16100,82.84,15051,77.45,8930,45.95,05/25/2022
Montville,Yes,18508,13867,74.92,12752,68.9,7137,38.56,05/25/2022
Morris,No,2254,1712,75.95,1587,70.41,930,41.26,05/25/2022
Naugatuck,No,31108,23052,74.1,21326,68.55,10920,35.1,05/25/2022
New Britain,Yes,72495,49169,67.82,45138,62.26,20755,28.63,05/25/2022
New Canaan,No,20233,20436,100,18091,89.41,11235,55.53,05/25/2022
New Fairfield,No,13878,11215,80.81,10210,73.57,5730,41.29,05/25/2022
New Hartford,No,6656,5255,78.95,4945,74.29,3161,47.49,05/25/2022
New Haven,Yes,130250,99534,76.42,87426,67.12,44181,33.92,05/25/2022
New London,Yes,26858,20203,75.22,18177,67.68,8894,33.11,05/25/2022
New Milford,No,26805,22697,84.67,20942,78.13,11329,42.26,05/25/2022
Newington,No,30014,25444,84.77,23962,79.84,15044,50.12,05/25/2022
Newtown,No,27891,23665,84.85,22051,79.06,13548,48.57,05/25/2022
Norfolk,No,1630,1258,77.18,1155,70.86,768,47.12,05/25/2022
North Branford,No,14146,11954,84.5,11212,79.26,7127,50.38,05/25/2022
North Canaan,No,3251,2132,65.58,1941,59.7,1144,35.19,05/25/2022
North Haven,No,23683,21982,92.82,20665,87.26,13138,55.47,05/25/2022
North Stonington,No,5196,3601,69.3,3397,65.38,1782,34.3,05/25/2022
Norwalk,Yes,88816,78926,88.86,70718,79.62,37258,41.95,05/25/2022
Norwich,Yes,38768,28875,74.48,26269,67.76,13634,35.17,05/25/2022
Old Lyme,No,7306,6704,91.76,6262,85.71,4289,58.71,05/25/2022
Old Saybrook,No,10061,9627,95.69,9031,89.76,6097,60.6,05/25/2022
Orange,Yes,13926,12485,89.65,11697,83.99,7511,53.94,05/25/2022
Oxford,No,13255,10181,76.81,9567,72.18,5799,43.75,05/25/2022
Plainfield,Yes,15125,9723,64.28,9018,59.62,4656,30.78,05/25/2022
Plainville,No,17534,13387,76.35,12645,72.12,7546,43.04,05/25/2022
Plymouth,No,11598,7801,67.26,7447,64.21,4252,36.66,05/25/2022
Pomfret,No,4203,3311,78.78,2990,71.14,1728,41.11,05/25/2022
Portland,No,9267,7818,84.36,7441,80.3,4803,51.83,05/25/2022
Preston,No,4625,3475,75.14,3285,71.03,1954,42.25,05/25/2022
Prospect,No,9702,7436,76.64,7076,72.93,4182,43.1,05/25/2022
Putnam,No,9389,6273,66.81,5727,61,2963,31.56,05/25/2022
Redding,No,9116,7731,84.81,7057,77.41,4628,50.77,05/25/2022
Ridgefield,No,24959,22756,91.17,20688,82.89,12616,50.55,05/25/2022
Rocky Hill,No,20115,17692,87.95,16534,82.2,10442,51.91,05/25/2022
Roxbury,No,2152,1944,90.33,1800,83.64,1149,53.39,05/25/2022
Salem,No,4083,3385,82.9,3178,77.83,1954,47.86,05/25/2022
Salisbury,No,3600,3908,100,3501,97.25,1807,50.19,05/25/2022
Scotland,No,1672,1060,63.4,1015,60.71,590,35.29,05/25/2022
Seymour,No,16437,12478,75.91,11720,71.3,6435,39.15,05/25/2022
Sharon,No,2689,2064,76.76,1883,70.03,982,36.52,05/25/2022
Shelton,No,41129,33192,80.7,31130,75.69,18688,45.44,05/25/2022
Sherman,No,3630,2749,75.73,2524,69.53,1464,40.33,05/25/2022
Simsbury,No,25395,22751,89.59,21113,83.14,13827,54.45,05/25/2022
Somers,No,10784,7478,69.34,6891,63.9,3859,35.78,05/25/2022
South Windsor,No,26162,23837,91.11,22308,85.27,14319,54.73,05/25/2022
Southbury,No,19571,16460,84.1,15323,78.29,9910,50.64,05/25/2022
Southington,No,43834,35705,81.46,33877,77.28,21210,48.39,05/25/2022
Sprague,No,2859,1967,68.8,1842,64.43,1009,35.29,05/25/2022
Stafford,No,11893,7619,64.06,7088,59.6,4057,34.11,05/25/2022
Stamford,Yes,129638,120772,93.16,106048,81.8,53831,41.52,05/25/2022
Sterling,No,3782,2120,56.05,1952,51.61,960,25.38,05/25/2022
Stonington,No,18559,15270,82.28,14149,76.24,8486,45.72,05/25/2022
Stratford,No,51849,41322,79.7,38333,73.93,21477,41.42,05/25/2022
Suffield,No,15814,11768,74.42,10782,68.18,5822,36.82,05/25/2022
Thomaston,No,7535,5641,74.86,5325,70.67,3069,40.73,05/25/2022
Thompson,No,9379,5299,56.5,4807,51.25,2470,26.34,05/25/2022
Tolland,No,14618,12116,82.88,11564,79.11,7315,50.04,05/25/2022
Torrington,Yes,34044,26372,77.46,24724,72.62,13926,40.91,05/25/2022
Trumbull,No,35673,32404,90.84,30103,84.39,18100,50.74,05/25/2022
Union,No,839,557,66.39,521,62.1,352,41.95,05/25/2022
Vernon,Yes,29359,23795,81.05,22167,75.5,13023,44.36,05/25/2022
Voluntown,No,2510,1769,70.48,1667,66.41,895,35.66,05/25/2022
Wallingford,No,44326,37067,83.62,34800,78.51,21861,49.32,05/25/2022
Warren,No,1395,1092,78.28,1012,72.54,616,44.16,05/25/2022
Washington,No,3428,3284,95.8,2868,83.66,1680,49.01,05/25/2022
Waterbury,Yes,107568,76481,71.1,68673,63.84,28647,26.63,05/25/2022
Waterford,Yes,18746,16461,87.81,15466,82.5,9934,52.99,05/25/2022
Watertown,No,21578,17050,79.02,15979,74.05,9166,42.48,05/25/2022
West Hartford,Yes,62965,59331,94.23,54798,87.03,35901,57.02,05/25/2022
West Haven,Yes,54620,42291,77.43,38678,70.81,20099,36.8,05/25/2022
Westbrook,No,6869,6069,88.35,5640,82.11,3674,53.49,05/25/2022
Weston,No,10252,9766,95.26,8792,85.76,5758,56.16,05/25/2022
Westport,No,28491,27058,94.97,24298,85.28,16149,56.68,05/25/2022
Wethersfield,No,26008,23288,89.54,21935,84.34,13743,52.84,05/25/2022
Willington,No,5864,4044,68.96,3775,64.38,2377,40.54,05/25/2022
Wilton,No,18343,17648,96.21,15975,87.09,10181,55.5,05/25/2022
Winchester,Yes,10604,7469,70.44,7007,66.08,4133,38.98,05/25/2022
Windham,Yes,24561,17018,69.29,15618,63.59,7935,32.31,05/25/2022
Windsor,No,28733,24726,86.05,23026,80.14,13897,48.37,05/25/2022
Windsor Locks,Yes,12854,9665,75.19,8982,69.88,5359,41.69,05/25/2022
Wolcott,No,16587,12431,74.94,11759,70.89,6400,38.58,05/25/2022
Woodbridge,No,8750,8248,94.26,7651,87.44,5138,58.72,05/25/2022
Woodbury,No,9502,7687,80.9,7249,76.29,4586,48.26,05/25/2022
Woodstock,No,7858,5828,74.17,5323,67.74,3061,38.95,05/25/2022
Address pending validation,,,13286,,10849,,3429,,06/01/2022
Andover,No,3236,2475,76.48,2356,72.81,1517,46.88,06/01/2022
Ansonia,Yes,18654,13309,71.35,12399,66.47,6556,35.15,06/01/2022
Ashford,No,4255,3100,72.86,2922,68.67,1816,42.68,06/01/2022
Avon,No,18276,17653,96.59,16358,89.51,11044,60.43,06/01/2022
Barkhamsted,No,3606,2833,78.56,2681,74.35,1739,48.23,06/01/2022
Beacon Falls,No,6222,4591,73.79,4328,69.56,2661,42.77,06/01/2022
Berlin,No,20436,16456,80.52,15542,76.05,10130,49.57,06/01/2022
Bethany,No,5548,4516,81.4,4248,76.57,2696,48.59,06/01/2022
Bethel,No,19800,16275,82.2,15021,75.86,8644,43.66,06/01/2022
Bethlehem,No,3402,2444,71.84,2294,67.43,1367,40.18,06/01/2022
Bloomfield,No,21211,18224,85.92,16898,79.67,10296,48.54,06/01/2022
Bolton,No,4884,3965,81.18,3771,77.21,2529,51.78,06/01/2022
Bozrah,No,2726,1896,69.55,1787,65.55,1141,41.86,06/01/2022
Branford,No,27900,23553,84.42,21973,78.76,14661,52.55,06/01/2022
Bridgeport,Yes,144399,106335,73.64,94507,65.45,37732,26.13,06/01/2022
Bridgewater,No,1635,1401,85.69,1297,79.33,837,51.19,06/01/2022
Bristol,Yes,59947,46771,78.02,43896,73.22,24668,41.15,06/01/2022
Brookfield,No,16973,14562,85.8,13485,79.45,7967,46.94,06/01/2022
Brooklyn,No,8272,5780,69.87,5338,64.53,3091,37.37,06/01/2022
Burlington,No,9704,7812,80.5,7463,76.91,4834,49.81,06/01/2022
Canaan,No,1053,1341,100,1221,100,752,71.42,06/01/2022
Canterbury,No,5079,3568,70.25,3367,66.29,1895,37.31,06/01/2022
Canton,No,10254,8429,82.2,7930,77.34,5204,50.75,06/01/2022
Chaplin,No,2239,1598,71.37,1491,66.59,902,40.29,06/01/2022
Cheshire,No,28937,25313,87.48,23823,82.33,15925,55.03,06/01/2022
Chester,No,4213,3442,81.7,3242,76.95,2216,52.6,06/01/2022
Clinton,No,12925,11586,89.64,10810,83.64,6993,54.1,06/01/2022
Colchester,No,15809,12875,81.44,12188,77.1,7669,48.51,06/01/2022
Colebrook,No,1400,1140,81.43,1066,76.14,668,47.71,06/01/2022
Columbia,No,5379,4191,77.91,3970,73.81,2586,48.08,06/01/2022
Cornwall,No,1362,1291,94.79,1178,86.49,769,56.46,06/01/2022
Coventry,No,12407,9732,78.44,9252,74.57,5700,45.94,06/01/2022
Cromwell,No,13839,12327,89.07,11643,84.13,7356,53.15,06/01/2022
Danbury,Yes,84694,73150,86.37,65023,76.77,28588,33.75,06/01/2022
Darien,No,21728,20962,96.47,18785,86.46,11264,51.84,06/01/2022
Deep River,No,4443,3866,87.01,3643,81.99,2452,55.19,06/01/2022
Derby,Yes,12339,13170,100,11410,92.47,5881,47.66,06/01/2022
Durham,No,7165,5910,82.48,5620,78.44,3715,51.85,06/01/2022
East Granby,No,5140,4207,81.85,3957,76.98,2377,46.25,06/01/2022
East Haddam,No,8997,7164,79.63,6665,74.08,4190,46.57,06/01/2022
East Hampton,No,12800,10144,79.25,9639,75.3,6050,47.27,06/01/2022
East Hartford,Yes,49872,40709,81.63,37326,74.84,18411,36.92,06/01/2022
East Haven,Yes,28569,20828,72.9,19286,67.51,11035,38.63,06/01/2022
East Lyme,No,18462,16627,90.06,15475,83.82,10488,56.81,06/01/2022
East Windsor,No,11668,8469,72.58,7814,66.97,4459,38.22,06/01/2022
Eastford,No,1790,1159,64.75,1097,61.28,648,36.2,06/01/2022
Easton,No,7521,6556,87.17,6025,80.11,3769,50.11,06/01/2022
Ellington,No,16467,13136,79.77,12324,74.84,7495,45.52,06/01/2022
Enfield,Yes,43659,30287,69.37,27990,64.11,15190,34.79,06/01/2022
Essex,No,6668,6074,91.09,5702,85.51,4102,61.52,06/01/2022
Fairfield,No,62045,52391,84.44,47934,77.26,29999,48.35,06/01/2022
Farmington,No,25497,24075,94.42,22471,88.13,14810,58.09,06/01/2022
Franklin,No,1920,1435,74.74,1357,70.68,851,44.32,06/01/2022
Glastonbury,No,34482,31582,91.59,29640,85.96,20054,58.16,06/01/2022
Goshen,No,2863,2291,80.02,2157,75.34,1364,47.64,06/01/2022
Granby,No,11507,9043,78.59,8467,73.58,5022,43.64,06/01/2022
Greenwich,No,62840,56637,90.13,50088,79.71,26813,42.67,06/01/2022
Griswold,Yes,11534,7639,66.23,7125,61.77,3922,34,06/01/2022
Groton,Yes,38436,27986,72.81,25506,66.36,14924,38.83,06/01/2022
Guilford,No,22133,20188,91.21,18904,85.41,13071,59.06,06/01/2022
Haddam,No,8193,7369,89.94,6957,84.91,4547,55.5,06/01/2022
Hamden,No,60556,47015,77.64,43433,71.72,26711,44.11,06/01/2022
Hampton,No,1842,1258,68.3,1180,64.06,771,41.86,06/01/2022
Hartford,Yes,122105,83262,68.19,73912,60.53,31678,25.94,06/01/2022
Hartland,No,2120,1371,64.67,1280,60.38,708,33.4,06/01/2022
Harwinton,No,5420,4156,76.68,3932,72.55,2502,46.16,06/01/2022
Hebron,No,9504,7638,80.37,7232,76.09,4788,50.38,06/01/2022
Kent,No,2777,2773,99.86,2456,88.44,1370,49.33,06/01/2022
Killingly,Yes,17336,11245,64.87,10375,59.85,5356,30.9,06/01/2022
Killingworth,No,6364,5335,83.83,5063,79.56,3418,53.71,06/01/2022
Lebanon,No,7144,5417,75.83,5126,71.75,3277,45.87,06/01/2022
Ledyard,No,14621,11716,80.13,10902,74.56,6490,44.39,06/01/2022
Lisbon,No,4220,3116,73.84,2934,69.53,1628,38.58,06/01/2022
Litchfield,No,8094,6709,82.89,6235,77.03,4056,50.11,06/01/2022
Lyme,No,2316,2269,97.97,2099,90.63,1507,65.07,06/01/2022
Madison,No,18030,16720,92.73,15529,86.13,10696,59.32,06/01/2022
Manchester,Yes,57584,46423,80.62,43035,74.73,24536,42.61,06/01/2022
Mansfield,No,25487,12019,47.16,10731,42.1,7032,27.59,06/01/2022
Marlborough,No,6335,5236,82.65,4965,78.37,3204,50.58,06/01/2022
Meriden,Yes,59395,46983,79.1,43724,73.62,22819,38.42,06/01/2022
Middlebury,No,7798,6505,83.42,6079,77.96,3763,48.26,06/01/2022
Middlefield,No,4374,3491,79.81,3328,76.09,2198,50.25,06/01/2022
Middletown,Yes,46258,38493,83.21,35971,77.76,21450,46.37,06/01/2022
Milford,Yes,54747,43903,80.19,41079,75.03,25586,46.73,06/01/2022
Monroe,No,19434,16080,82.74,15054,77.46,8987,46.24,06/01/2022
Montville,Yes,18508,13871,74.95,12772,69.01,7166,38.72,06/01/2022
Morris,No,2254,1708,75.78,1589,70.5,933,41.39,06/01/2022
Naugatuck,No,31108,23032,74.04,21346,68.62,10982,35.3,06/01/2022
New Britain,Yes,72495,49192,67.86,45186,62.33,20863,28.78,06/01/2022
New Canaan,No,20233,20416,100,18117,89.54,11344,56.07,06/01/2022
New Fairfield,No,13878,11191,80.64,10209,73.56,5766,41.55,06/01/2022
New Hartford,No,6656,5259,79.01,4955,74.44,3171,47.64,06/01/2022
New Haven,Yes,130250,99573,76.45,87549,67.22,44480,34.15,06/01/2022
New London,Yes,26858,20206,75.23,18196,67.75,8952,33.33,06/01/2022
New Milford,No,26805,22678,84.6,20952,78.16,11383,42.47,06/01/2022
Newington,No,30014,25431,84.73,23974,79.88,15115,50.36,06/01/2022
Newtown,No,27891,23641,84.76,22064,79.11,13636,48.89,06/01/2022
Norfolk,No,1630,1256,77.06,1155,70.86,770,47.24,06/01/2022
North Branford,No,14146,11938,84.39,11217,79.29,7159,50.61,06/01/2022
North Canaan,No,3251,2128,65.46,1939,59.64,1145,35.22,06/01/2022
North Haven,No,23683,21967,92.75,20666,87.26,13184,55.67,06/01/2022
North Stonington,No,5196,3597,69.23,3394,65.32,1792,34.49,06/01/2022
Norwalk,Yes,88816,78911,88.85,70785,79.7,37449,42.16,06/01/2022
Norwich,Yes,38768,28891,74.52,26300,67.84,13695,35.33,06/01/2022
Old Lyme,No,7306,6697,91.66,6261,85.7,4310,58.99,06/01/2022
Old Saybrook,No,10061,9613,95.55,9041,89.86,6121,60.84,06/01/2022
Orange,Yes,13926,12479,89.61,11700,84.02,7536,54.11,06/01/2022
Oxford,No,13255,10168,76.71,9569,72.19,5820,43.91,06/01/2022
Plainfield,Yes,15125,9713,64.22,9020,59.64,4669,30.87,06/01/2022
Plainville,No,17534,13385,76.34,12655,72.17,7573,43.19,06/01/2022
Plymouth,No,11598,7790,67.17,7452,64.25,4266,36.78,06/01/2022
Pomfret,No,4203,3310,78.75,2993,71.21,1742,41.45,06/01/2022
Portland,No,9267,7808,84.26,7450,80.39,4832,52.14,06/01/2022
Preston,No,4625,3476,75.16,3287,71.07,1958,42.34,06/01/2022
Prospect,No,9702,7429,76.57,7078,72.95,4198,43.27,06/01/2022
Putnam,No,9389,6264,66.72,5728,61.01,2976,31.7,06/01/2022
Redding,No,9116,7733,84.83,7069,77.54,4650,51.01,06/01/2022
Ridgefield,No,24959,22740,91.11,20707,82.96,12728,51,06/01/2022
Rocky Hill,No,20115,17670,87.84,16529,82.17,10479,52.1,06/01/2022
Roxbury,No,2152,1940,90.15,1798,83.55,1153,53.58,06/01/2022
Salem,No,4083,3382,82.83,3180,77.88,1956,47.91,06/01/2022
Salisbury,No,3600,3908,100,3505,97.36,1815,50.42,06/01/2022
Scotland,No,1672,1063,63.58,1018,60.89,592,35.41,06/01/2022
Seymour,No,16437,12468,75.85,11720,71.3,6460,39.3,06/01/2022
Sharon,No,2689,2066,76.83,1881,69.95,985,36.63,06/01/2022
Shelton,No,41129,33194,80.71,31152,75.74,18766,45.63,06/01/2022
Sherman,No,3630,2743,75.56,2525,69.56,1476,40.66,06/01/2022
Simsbury,No,25395,22713,89.44,21114,83.14,13886,54.68,06/01/2022
Somers,No,10784,7483,69.39,6888,63.87,3865,35.84,06/01/2022
South Windsor,No,26162,23814,91.03,22330,85.35,14402,55.05,06/01/2022
Southbury,No,19571,16460,84.1,15345,78.41,9971,50.95,06/01/2022
Southington,No,43834,35664,81.36,33891,77.32,21305,48.6,06/01/2022
Sprague,No,2859,1966,68.77,1842,64.43,1017,35.57,06/01/2022
Stafford,No,11893,7618,64.05,7093,59.64,4074,34.26,06/01/2022
Stamford,Yes,129638,120709,93.11,106181,81.91,54158,41.78,06/01/2022
Sterling,No,3782,2117,55.98,1953,51.64,968,25.59,06/01/2022
Stonington,No,18559,15270,82.28,14159,76.29,8517,45.89,06/01/2022
Stratford,No,51849,41312,79.68,38364,73.99,21571,41.6,06/01/2022
Suffield,No,15814,11754,74.33,10781,68.17,5856,37.03,06/01/2022
Thomaston,No,7535,5633,74.76,5326,70.68,3081,40.89,06/01/2022
Thompson,No,9379,5294,56.45,4808,51.26,2484,26.48,06/01/2022
Tolland,No,14618,12110,82.84,11562,79.09,7336,50.18,06/01/2022
Torrington,Yes,34044,26360,77.43,24740,72.67,13986,41.08,06/01/2022
Trumbull,No,35673,32393,90.81,30137,84.48,18203,51.03,06/01/2022
Union,No,839,557,66.39,521,62.1,353,42.07,06/01/2022
Vernon,Yes,29359,23777,80.99,22185,75.56,13096,44.61,06/01/2022
Voluntown,No,2510,1770,70.52,1667,66.41,896,35.7,06/01/2022
Wallingford,No,44326,37046,83.58,34820,78.55,21992,49.61,06/01/2022
Warren,No,1395,1092,78.28,1012,72.54,616,44.16,06/01/2022
Washington,No,3428,3289,95.95,2871,83.75,1687,49.21,06/01/2022
Waterbury,Yes,107568,76496,71.11,68742,63.91,28817,26.79,06/01/2022
Waterford,Yes,18746,16453,87.77,15476,82.56,9966,53.16,06/01/2022
Watertown,No,21578,17029,78.92,15979,74.05,9200,42.64,06/01/2022
West Hartford,Yes,62965,59303,94.18,54833,87.08,36091,57.32,06/01/2022
West Haven,Yes,54620,42276,77.4,38711,70.87,20210,37,06/01/2022
Westbrook,No,6869,6058,88.19,5634,82.02,3692,53.75,06/01/2022
Weston,No,10252,9755,95.15,8801,85.85,5800,56.57,06/01/2022
Westport,No,28491,27083,95.06,24356,85.49,16289,57.17,06/01/2022
Wethersfield,No,26008,23271,89.48,21945,84.38,13783,53,06/01/2022
Willington,No,5864,4041,68.91,3775,64.38,2387,40.71,06/01/2022
Wilton,No,18343,17631,96.12,15997,87.21,10262,55.95,06/01/2022
Winchester,Yes,10604,7464,70.39,7014,66.14,4149,39.13,06/01/2022
Windham,Yes,24561,17001,69.22,15624,63.61,7971,32.45,06/01/2022
Windsor,No,28733,24710,86,23034,80.17,13952,48.56,06/01/2022
Windsor Locks,Yes,12854,9663,75.18,9000,70.02,5392,41.95,06/01/2022
Wolcott,No,16587,12429,74.93,11767,70.94,6432,38.78,06/01/2022
Woodbridge,No,8750,8246,94.24,7655,87.49,5176,59.15,06/01/2022
Woodbury,No,9502,7684,80.87,7252,76.32,4599,48.4,06/01/2022
Woodstock,No,7858,5819,74.05,5319,67.69,3074,39.12,06/01/2022
Address pending validation,,,13196,,10794,,3425,,06/08/2022
Andover,No,3236,2470,76.33,2355,72.78,1527,47.19,06/08/2022
Ansonia,Yes,18654,13303,71.31,12407,66.51,6595,35.35,06/08/2022
Ashford,No,4255,3096,72.76,2922,68.67,1826,42.91,06/08/2022
Avon,No,18276,17624,96.43,16361,89.52,11108,60.78,06/08/2022
Barkhamsted,No,3606,2829,78.45,2685,74.46,1749,48.5,06/08/2022
Beacon Falls,No,6222,4580,73.61,4330,69.59,2670,42.91,06/08/2022
Berlin,No,20436,16439,80.44,15543,76.06,10159,49.71,06/08/2022
Bethany,No,5548,4515,81.38,4253,76.66,2704,48.74,06/08/2022
Bethel,No,19800,16275,82.2,15041,75.96,8683,43.85,06/08/2022
Bethlehem,No,3402,2437,71.63,2293,67.4,1375,40.42,06/08/2022
Bloomfield,No,21211,18215,85.88,16915,79.75,10357,48.83,06/08/2022
Bolton,No,4884,3970,81.29,3786,77.52,2539,51.99,06/08/2022
Bozrah,No,2726,1894,69.48,1793,65.77,1150,42.19,06/08/2022
Branford,No,27900,23557,84.43,22013,78.9,14750,52.87,06/08/2022
